Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,Latitude,Longitude,Altitude,UTM_easting,UTM_northing,Zone,Letter
1664736249.6411872,233,68440,0,GPS1_Frame,42.340329999999994,-71.08838250000001,39.0,327966.1729425448,4689675.982021027,19,T
1664736250.6342952,234,68540,0,GPS1_Frame,42.340327499999994,-71.08837833333334,39.9,327966.50937450293,4689675.695984521,19,T
1664736251.6383622,235,68640,0,GPS1_Frame,42.340334166666665,-71.08836516666666,39.6,327967.61222662823,4689676.409627301,19,T
1664736252.6414363,236,68740,0,GPS1_Frame,42.34033783333333,-71.0883575,40.2,327968.25380670663,4689676.801271007,19,T
1664736253.6389487,237,68840,0,GPS1_Frame,42.340346333333336,-71.08834633333332,40.4,327969.19689836795,4689677.722538381,19,T
1664736254.6403055,238,68940,0,GPS1_Frame,42.34034916666666,-71.08833800000001,40.7,327969.89112555684,4689678.020298026,19,T
1664736255.6432042,239,69040,0,GPS1_Frame,42.34034983333333,-71.08833,41.3,327970.5519837389,4689678.078140232,19,T
1664736256.6381521,240,69140,0,GPS1_Frame,42.34035416666667,-71.08831966666666,41.4,327971.4150616231,4689678.538417157,19,T
1664736257.6372087,241,69240,0,GPS1_Frame,42.34035816666666,-71.08830983333334,41.8,327972.23604033276,4689678.96269166,19,T
1664736258.6381917,242,69340,0,GPS1_Frame,42.340358,-71.0882965,41.9,327973.3339857215,4689678.917208188,19,T
1664736259.6427429,243,69440,0,GPS1_Frame,42.340358833333326,-71.088286,42.5,327974.2012482784,4689678.988499747,19,T
1664736260.6370516,244,69540,0,GPS1_Frame,42.34036116666666,-71.0882825,42.7,327974.4959415905,4689679.240517503,19,T
1664736261.6359785,245,69640,0,GPS1_Frame,42.34036433333334,-71.08827716666666,43.4,327974.9439374728,4689679.581361419,19,T
1664736262.6397817,246,69740,0,GPS1_Frame,42.340368999999995,-71.08826900000001,43.9,327975.62943394657,4689680.083036606,19,T
1664736263.639541,247,69840,0,GPS1_Frame,42.34036916666667,-71.08826166666667,44.7,327976.2340083157,4689680.086706924,19,T
1664736264.641425,248,69940,0,GPS1_Frame,42.34037333333334,-71.08825566666665,45.1,327976.73965114914,4689680.537244584,19,T
1664736265.6395528,249,70040,0,GPS1_Frame,42.340379,-71.08824783333333,45.5,327977.4004145111,4689681.1506367605,19,T
1664736266.6377199,250,70140,0,GPS1_Frame,42.340383,-71.08823516666666,45.9,327978.4548024178,4689681.569179646,19,T
1664736267.6406832,251,70240,0,GPS1_Frame,42.34038966666667,-71.088228,46.1,327979.0633726363,4689682.294963177,19,T
1664736268.640909,252,70340,0,GPS1_Frame,42.34039550000001,-71.08821516666667,45.2,327980.1364898599,4689682.916746899,19,T
1664736269.6422615,253,70440,0,GPS1_Frame,42.3403995,-71.08820933333332,45.5,327980.62794774194,4689683.349114946,19,T
1664736270.638316,254,70540,0,GPS1_Frame,42.34040816666667,-71.088202,45.8,327981.25570165785,4689684.296646324,19,T
1664736271.6388052,255,70640,0,GPS1_Frame,42.340417166666676,-71.08819633333333,45.8,327981.74706456123,4689685.284563775,19,T
1664736272.6336663,256,70740,0,GPS1_Frame,42.340420333333334,-71.08818649999999,45.9,327982.5657693045,4689685.616304096,19,T
1664736273.63958,257,70840,0,GPS1_Frame,42.34043233333333,-71.08817716666667,45.9,327983.3673726083,4689686.929930845,19,T
1664736274.6402216,258,70940,0,GPS1_Frame,42.34043616666666,-71.08817,46.2,327983.96821536915,4689687.3410945665,19,T
1664736275.637187,259,71040,0,GPS1_Frame,42.34045233333333,-71.08816266666666,46.0,327984.6164209495,4689689.1214444395,19,T
1664736276.6376011,260,71140,0,GPS1_Frame,42.340459333333335,-71.088156,46.1,327985.1847089736,4689689.885254163,19,T
1664736277.6399114,261,71240,0,GPS1_Frame,42.34047,-71.0881405,45.8,327986.4906844379,4689691.038348984,19,T
1664736278.6356003,262,71340,0,GPS1_Frame,42.340481,-71.08813016666666,45.8,327987.37193932023,4689692.238910661,19,T
1664736279.6365387,263,71440,0,GPS1_Frame,42.340498,-71.0881155,45.1,327988.6265347238,4689694.096960461,19,T
1664736280.6385236,264,71540,0,GPS1_Frame,42.34051083333334,-71.08810666666666,45.0,327989.38921855146,4689695.504134736,19,T
1664736281.638142,265,71640,0,GPS1_Frame,42.340520166666664,-71.08810083333333,45.2,327989.89521855593,4689696.5287296865,19,T
1664736282.6376219,266,71740,0,GPS1_Frame,42.34052766666667,-71.08809233333334,45.4,327990.61589847866,4689697.344352143,19,T
1664736283.6347187,267,71840,0,GPS1_Frame,42.34053216666666,-71.08808233333333,45.4,327991.45196720154,4689697.823812854,19,T
1664736284.6382565,268,71940,0,GPS1_Frame,42.34053483333334,-71.08807266666666,45.6,327992.25557660864,4689698.100370212,19,T
1664736285.635384,269,72040,0,GPS1_Frame,42.34054,-71.08806200000001,45.3,327993.1483828715,4689698.652510733,19,T
1664736286.6393936,270,72140,0,GPS1_Frame,42.34054366666666,-71.08804983333333,45.3,327994.1606683389,4689699.035053243,19,T
1664736287.6424222,271,72240,0,GPS1_Frame,42.340548500000004,-71.08803633333333,45.0,327995.2859746524,4689699.5444481,19,T
1664736288.6406863,272,72340,0,GPS1_Frame,42.34054883333333,-71.08802666666666,45.4,327996.083221114,4689699.561906884,19,T
1664736289.6412823,273,72440,0,GPS1_Frame,42.340553666666665,-71.08801566666666,45.6,327997.0025778484,4689700.076359421,19,T
1664736290.636309,274,72540,0,GPS1_Frame,42.3405555,-71.08799916666666,46.0,327998.3668426048,4689700.2465586215,19,T
1664736291.6385002,275,72640,0,GPS1_Frame,42.34055566666666,-71.087988,46.3,327999.28720409825,4689700.242476293,19,T
1664736292.6383064,276,72740,0,GPS1_Frame,42.34055866666666,-71.08798033333333,46.7,327999.9269623372,4689700.56009451,19,T
1664736293.6398005,277,72840,0,GPS1_Frame,42.34056283333333,-71.08797216666667,47.1,328000.6110915884,4689701.006250829,19,T
1664736294.6416876,278,72940,0,GPS1_Frame,42.34057433333334,-71.08796033333333,45.3,328001.6172757774,4689702.25930106,19,T
1664736295.6385145,279,73040,0,GPS1_Frame,42.34057866666667,-71.0879485,44.8,328002.6039181221,4689702.716547345,19,T
1664736296.6396701,280,73140,0,GPS1_Frame,42.34059783333334,-71.08793616666667,44.4,328003.6721962936,4689704.819911699,19,T
1664736297.639596,281,73240,0,GPS1_Frame,42.34059916666667,-71.08792883333334,45.0,328004.2799495285,4689704.953133874,19,T
1664736298.6401381,282,73340,0,GPS1_Frame,42.34060183333333,-71.08792133333333,45.6,328004.90506826364,4689705.2340755295,19,T
1664736299.6398036,283,67500,0,GPS1_Frame,42.34061416666667,-71.08790683333334,45.1,328006.1332024139,4689706.574267436,19,T
1664736300.6401217,284,67600,0,GPS1_Frame,42.34062900000001,-71.08789283333334,44.9,328007.3269629079,4689708.193077037,19,T
1664736301.6364696,285,67700,0,GPS1_Frame,42.34063283333333,-71.08788583333333,45.8,328007.9140724926,4689708.60457987,19,T
1664736302.642344,286,67800,0,GPS1_Frame,42.340633,-71.08787983333333,46.8,328008.408804728,4689708.610949993,19,T
1664736303.6402683,287,67900,0,GPS1_Frame,42.340638999999996,-71.08786366666666,45.8,328009.75696845114,4689709.244502418,19,T
1664736304.6399193,288,68000,0,GPS1_Frame,42.34064583333334,-71.08784949999999,45.8,328010.9426448536,4689709.974636036,19,T
1664736305.639752,289,68100,0,GPS1_Frame,42.34065616666667,-71.08784016666667,45.8,328011.7396959406,4689711.103195123,19,T
1664736306.6393209,290,68200,0,GPS1_Frame,42.34066833333333,-71.0878275,45.3,328012.81634411495,4689712.428589512,19,T
1664736307.6357777,291,68300,0,GPS1_Frame,42.340679833333326,-71.0878135,44.9,328014.0010136205,4689713.677258756,19,T
1664736308.6389177,292,68400,0,GPS1_Frame,42.340692999999995,-71.08779866666667,44.2,328015.2588765557,4689715.109313289,19,T
1664736309.6417499,293,68500,0,GPS1_Frame,42.34069983333334,-71.0877845,44.1,328016.44455139025,4689715.839447797,19,T
1664736310.6416698,294,68600,0,GPS1_Frame,42.34070783333333,-71.0877705,43.4,328017.6196769603,4689716.69946912,19,T
